work_year,job_title,experience_level,employment_type,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,source,employer
2025-05-13T13:19:09+0300,Fullstack аналитик,Unknown,Unknown,250000 - None RUR,RUR,250000,Москва,,RU,Unknown,hh_api,DM Solutions
2025-05-13T17:37:37+0300,Системный аналитик middle,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Notamedia
2025-05-19T19:03:01+0300,Analyst,Unknown,Unknown,120000 RUR,RUR,120000,Москва,,RU,Unknown,hh_api,IT-hunters
2025-05-21T08:58:08+0300,Менеджер по работе с маркетплейсами,Unknown,Unknown,100000 - None RUR,RUR,100000,Москва,,RU,Unknown,hh_api,Ахмяров Усман Ряшитович
2025-05-21T18:09:15+0300,Интернет-маркетолог / Media-Buyer Google Ads,Unknown,Unknown,100000 - None RUR,RUR,100000,Москва,,RU,Unknown,hh_api,SEQUOIA PROJECTS LTD
2025-05-21T11:28:28+0300,Руководитель ИТ-проекта,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Про Ай-Ти Ресурс
2025-05-20T21:54:42+0300,Инженер по тестированию (Front\Back\DB),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,WILDBERRIES
2025-05-22T08:17:54+0300,"Системный аналитик Junior (SQL, SOAP, REST)",Unknown,Unknown,70000 - 90000 RUR,RUR,70000,Москва,,RU,Unknown,hh_api,Кузница Кадров
2025-05-18T14:27:26+0300,Аналитик в отдел маркетинга,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Х5 IMPORT
2025-05-21T16:50:16+0300,Аналитик данных,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Норникель
2025-05-13T14:11:19+0300,Менеджер по продвижению и аналитике маркетплейсов Wildberries и OZON,Unknown,Unknown,100000 - 150000 RUR,RUR,100000,Москва,,RU,Unknown,hh_api,КОМКАРТ
2025-05-22T10:00:39+0300,Ведущий менеджер маркетплейса WILDBERRIES,Unknown,Unknown,150000 - 180000 RUR,RUR,150000,Москва,,RU,Unknown,hh_api,Тандем ЕС
2025-04-30T20:47:43+0300,Performance-маркетолог,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Медицина
2025-05-22T17:18:27+0300,Менеджер по продвижению на маркетплейсах,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,БЕЙБИ АРТ
2025-05-14T12:50:32+0300,Разработчик автоматизации бизнес-процессов с ИИ,Unknown,Unknown,150000 - None RUR,RUR,150000,Москва,,RU,Unknown,hh_api,ПерилаГлавСнаб
2025-04-24T16:00:51+0300,Affiliate manager,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Robusta
2025-05-14T11:30:06+0300,Интернет-маркетолог в бутиковое агентство,Unknown,Unknown,90000 - 210000 RUR,RUR,90000,Москва,,RU,Unknown,hh_api,DDMA
2025-05-20T18:47:17+0300,Бизнес аналитик в команду Искуственного интеллекта,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Банк ДОМ.РФ
2025-04-30T10:43:14+0300,Системный аналитик (gamedev),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Фоксхаунд
2025-05-22T12:49:33+0300,Помощник менеджера по логистике (маркетплейсы),Unknown,Unknown,100000 - None RUR,RUR,100000,Москва,,RU,Unknown,hh_api,Дэа Дистрибьюшн
2025-05-19T13:53:24+0300,Ведущий юрисконсульт (аналитик),Unknown,Unknown,150000 - None RUR,RUR,150000,Москва,,RU,Unknown,hh_api,Сервисная Компания Татпром-Холдинг
2025-05-22T16:52:40+0300,Руководитель направления,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,билайн
2025-05-20T23:04:24+0300,Менеджер по наружной рекламе,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,VK
2025-05-15T12:44:47+0300,Аналитик (отдел стратегии),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,ICNX
2025-05-15T16:52:34+0300,Аналитик-консультант,Unknown,Unknown,60000 - 90000 RUR,RUR,60000,Москва,,RU,Unknown,hh_api,Финансовый и организационный консалтинг
2025-05-22T15:48:31+0300,Golang разработчик ИБ системы (Middle+),Unknown,Unknown,280000 - 300000 RUR,RUR,280000,Москва,,RU,Unknown,hh_api,Мамаева Ирина Анатольевна
2025-04-23T11:18:13+0300,AI/ML Product manager/Business Analyst,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,High Sky
2025-05-22T11:54:16+0300,Старший / Химик-аналитик,Unknown,Unknown,130000 - 150000 RUR,RUR,130000,Москва,,RU,Unknown,hh_api,ОнкоТаргет
2025-05-19T16:04:09+0300,Разработчик Баз Данных (Лукоморье),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Ростелеком Информационные Технологии
2025-05-14T14:52:10+0300,С# Разработчик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Р7
2025-05-14T15:15:57+0300,Менеджер-аналитик маркетплейсов Wildberries и Ozon,Unknown,Unknown,45000 - 95000 RUR,RUR,45000,Москва,,RU,Unknown,hh_api,Никандров Евгений Александрович
2025-05-21T17:24:40+0300,Аналитик / Аналитик данных / Исследователь (количественные исследования),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,ТЕХНОЛОГИИ ОТРАСЛЕВОЙ ТРАНСФОРМАЦИИ
2025-05-14T02:59:50+0300,Специалист по Яндекс. Директ / Директолог в бутиковое агентство (удалённо),Unknown,Unknown,75000 - 120000 RUR,RUR,75000,Москва,,RU,Unknown,hh_api,DDMA
2025-05-07T17:08:38+0300,Директолог | Perfomance-маркетолог,Unknown,Unknown,50000 - 70000 RUR,RUR,50000,Москва,,RU,Unknown,hh_api,Mymeet.ai
2025-05-13T13:39:33+0300,Графический дизайнер,Unknown,Unknown,100000 - None RUR,RUR,100000,Москва,,RU,Unknown,hh_api,FUTULA STORE
2025-05-05T19:07:09+0300,Аналитик по стратегии,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,нетмонет
2025-05-13T15:33:24+0300,Финансовый менеджер - Казначей,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Крупная финансовая группа
2025-05-21T15:08:25+0300,Инженер технической поддержки (3 линия),Unknown,Unknown,110000 - None RUR,RUR,110000,Москва,,RU,Unknown,hh_api,Первый ОФД
2025-05-22T12:07:45+0300,Менеджер Wildberries/ Менеджер личного кабинета WB,Unknown,Unknown,40000 - 100000 RUR,RUR,40000,Москва,,RU,Unknown,hh_api,Кузьменко Денис Олегович
2025-04-26T18:30:59+0300,Менеджер-аналитик маркетплейсов Wildberries и Ozon,Unknown,Unknown,100000 - 160000 RUR,RUR,100000,Москва,,RU,Unknown,hh_api,Никандров Евгений Александрович
2025-05-19T12:56:25+0300,Специалист по маркетингу,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Пепеляев Групп
2025-05-07T10:32:41+0300,Python-разработчик (Fastapi),Unknown,Unknown,250000 RUR,RUR,250000,Москва,,RU,Unknown,hh_api,Реал ИТ
2025-05-13T10:33:15+0300,Менеджер по документообороту,Unknown,Unknown,80000 - 130000 RUR,RUR,80000,Москва,,RU,Unknown,hh_api,Аналитика М
2025-05-20T11:55:49+0300,Ведущий бренд-менеджер,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Natura Siberica
2025-05-20T17:02:54+0300,Ведущий менеджер по продажам (авиация),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,АВИАХЭЛП
2025-05-22T12:39:15+0300,Менеджер по развитию бизнеса в розничную сеть,Unknown,Unknown,150000 - None RUR,RUR,150000,Москва,,RU,Unknown,hh_api,Rise24
2025-04-30T17:22:13+0300,Авитолог (менеджер по работе с Avito) в бутиковое агентство,Unknown,Unknown,45000 - 60000 RUR,RUR,45000,Москва,,RU,Unknown,hh_api,DDMA
2025-05-15T15:38:34+0300,Менеджер по развитию бизнес-клуба,Unknown,Unknown,150000 - None RUR,RUR,150000,Москва,,RU,Unknown,hh_api,Конкурентные Закупки
2025-05-16T15:11:35+0300,Заместитель финансового директора/Финансовый менеджер,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,СИМБАТ
2025-05-12T12:15:38+0300,Аналитик данных,Unknown,Unknown,142000 RUR,RUR,142000,Москва,,RU,Unknown,hh_api,Россети Центр
2025-05-20T13:12:31+0300,Аналитик данных,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,VK
2025-05-15T14:37:11+0300,Product Lead / Менеджер по продукту,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,24 ТТЛ
2025-05-20T16:56:49+0300,Бизнес-ассистент/помощник руководителя,Unknown,Unknown,50000 - 60000 RUR,RUR,50000,Москва,,RU,Unknown,hh_api,LiftMedia
2025-05-19T10:47:53+0300,Менеджер по исследованиям и ценообразованию (Junior),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Азбука вкуса
2025-05-03T14:49:55+0300,Бизнес/Системный Аналитик,Unknown,Unknown,100000 RUR,RUR,100000,Москва,,RU,Unknown,hh_api,Пешков Никита Владиславович
2025-05-06T19:16:33+0300,Главный аналитик (сводная аналитическая отчетность и контроль),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Аналитический центр при Правительстве Российской Федерации
2025-05-21T09:15:48+0300,Middle+/senior product manager (рекомендательные системы),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,ВкусВилл
2025-05-22T13:50:36+0300,Начинающий бизнес-аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Межрегиональное Управление Федерального Казначейства по Централизованной Обработке Данных
2025-05-22T15:53:10+0300,Специалист отдела мониторинга (спортивный аналитик),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Altenar
2025-05-12T14:29:59+0300,Ведущий специалист финансово-экономической службы,Unknown,Unknown,190000 - 250000 RUR,RUR,190000,Москва,,RU,Unknown,hh_api,СИБЕР
2025-05-22T12:03:26+0300,Аккаунт-менеджер / Support manager / менеджер по сопровождению клиентов,Unknown,Unknown,90000 - None RUR,RUR,90000,Москва,,RU,Unknown,hh_api,Smartis
2025-05-19T14:18:52+0300,Аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Getblogger
2025-05-21T13:27:27+0300,Affiliate manager,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,iGaming Company
2025-04-24T17:51:16+0300,"Junior project, младший проджект менеджер в онлайн-школу",Unknown,Unknown,60000 - None RUR,RUR,60000,Москва,,RU,Unknown,hh_api,Oh my Bread
2025-05-22T17:05:37+0300,Проджект менеджер,Unknown,Unknown,90000 - 100000 RUR,RUR,90000,Москва,,RU,Unknown,hh_api,Дашкиев Михаил Юрьевич
2025-05-20T17:05:08+0300,Аналитик данных,Unknown,Unknown,Не указано,указано,0,Орел,,RU,Unknown,hh_api,ТЕЛЕКОНТАКТ
2025-05-05T10:36:42+0300,Категорийный Менеджер Beauty в интернет-магазин ECOM,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,"Fashion Cute LLC, Представительство"
2025-05-19T09:51:12+0300,Продакт менеджер,Unknown,Unknown,300000 - 450000 RUR,RUR,300000,Москва,,RU,Unknown,hh_api,Diamond Personnel R&C
2025-05-03T15:31:28+0300,Директор Retention & Customer Success,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Kaiten
2025-05-07T09:33:36+0300,Разработчик интеграционных решений (Python),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Ростелеком
2025-05-07T11:06:37+0300,Инженер-тестировщик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Bell Integrator Регионы
2025-05-12T07:30:45+0300,Руководитель группы медиа планирования/ Media Group Head,Unknown,Unknown,250000 - 300000 RUR,RUR,250000,Москва,,RU,Unknown,hh_api,Набок Оксана Анатольевна
2025-05-16T10:45:23+0300,Ведущий руководитель проектов,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Правительство Москвы
2025-05-20T14:55:45+0300,Аналитик / ассистент отдела развития информационных систем (Сивиллы),Unknown,Unknown,143000 - None RUR,RUR,143000,Москва,,RU,Unknown,hh_api,Ред Вингс
2025-04-30T15:07:02+0300,Аналитик Excel,Unknown,Unknown,95000 - None RUR,RUR,95000,Москва,,RU,Unknown,hh_api,AROUND BUSINESS GROUP
2025-05-15T16:54:32+0300,Продакт-менеджер по разработке новых косметических продуктов,Unknown,Unknown,200000 - None RUR,RUR,200000,Москва,,RU,Unknown,hh_api,Семенцова Александра Дмитриевна
2025-05-19T10:16:02+0300,Data analytics lead,Unknown,Unknown,300000 - None RUR,RUR,300000,Москва,,RU,Unknown,hh_api,Кадровое агентство ЕВА
2025-05-11T16:24:43+0300,Go developer (middle),Unknown,Unknown,1500 - 3000 USD,USD,1500,Москва,,RU,Unknown,hh_api,AppMagic
2025-04-28T10:28:21+0300,Системный/бизнес-аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Сиэс Групп
2025-05-21T16:40:36+0300,Младший аналитик (Excel),Unknown,Unknown,75000 - None RUR,RUR,75000,Москва,,RU,Unknown,hh_api,ФГБУ Центр Агроаналитики
2025-05-22T14:26:08+0300,Менеджер Wildberries,Unknown,Unknown,90000 - None RUR,RUR,90000,Москва,,RU,Unknown,hh_api,AIST (ИП Изотова Ирина Юрьевна)
2025-05-20T10:35:04+0300,Маркетолог/Digital,Unknown,Unknown,100000 - 300000 RUR,RUR,100000,Минск,,RU,Unknown,hh_api,PM Parfum
2025-05-12T11:00:35+0300,Специалист/Ведущий специалист финансового отдела,Unknown,Unknown,120000 RUR,RUR,120000,Москва,,RU,Unknown,hh_api,Специализированная депозитарная компания Гарант
2025-05-20T16:20:51+0300,Аналитик продаж Ozon,Unknown,Unknown,70000 - None RUR,RUR,70000,Москва,,RU,Unknown,hh_api,SR 366 (ИП Юшкевич Анастасия Сергеевна)
2025-05-19T10:02:01+0300,CRM менеджер,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,TWINO
2025-05-20T11:09:00+0300,Финансовый аналитик,Unknown,Unknown,150000 - None RUR,RUR,150000,Москва,,RU,Unknown,hh_api,Lerteco
2025-04-25T14:34:09+0300,Product Manager,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Альпина Паблишер
2025-05-22T15:24:26+0300,Менеджер по работе с маркетплейсами (Wildberries),Unknown,Unknown,100000 - 180000 RUR,RUR,100000,Москва,,RU,Unknown,hh_api,SOGOOD
2025-05-14T18:57:06+0300,Менеджер продукта / Product Manager (Sports & Casino),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,СКВИЛЛА
2025-05-21T16:36:50+0300,"Менеджер по закупкам, работа с поставщиками (СТМ) (Офис)",Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Прямой Контракт
2025-05-20T12:07:33+0300,Python Backend Developer,Unknown,Unknown,150000 - 200000 RUR,RUR,150000,Москва,,RU,Unknown,hh_api,ТПК Неаса
2025-04-24T14:30:15+0300,Customer Support Manager/Специалист поддержки пользователей,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,EMEX
2025-05-20T11:55:51+0300,Системный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Ростелеком
2025-05-20T10:17:09+0300,Аналитик бизнес-процессов (складская логистика),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,LOGISTIX
2025-05-22T15:53:58+0300,Ведущий backend-разработчик на PHP (продуктовая разработка),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Антифишинг
2025-04-29T11:35:08+0300,Аналитик отдела продаж,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Lorenz Snack-World Russia
2025-05-05T15:11:54+0300,Системный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Чайкина Людмила Владимировна
2025-05-12T16:11:52+0300,Системный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,МВС ГРУП
2025-05-19T09:39:53+0300,Оператор call-центра,Unknown,Unknown,80000 - None RUR,RUR,80000,Москва,,RU,Unknown,hh_api,Градус
2025-05-07T21:51:54+0300,Продакт-менеджер (B2C),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Наймикс
2025-05-22T12:21:42+0300,Менеджер по исследованиям /Market Research Manager,Unknown,Unknown,120000 - None RUR,RUR,120000,Москва,,RU,Unknown,hh_api,MAR Consult
2025-05-20T14:11:21+0300,Data Engineer,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,ARK
2025-05-21T13:30:53+0300,Бизнес-аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,АМГ Бизнес Решения
2025-05-20T14:17:43+0300,Аналитик данных (начинающий специалист),Unknown,Unknown,80000 - None RUR,RUR,80000,Москва,,RU,Unknown,hh_api,Фармстандарт
2025-05-05T09:51:51+0300,Influence manager/ удаленно,Unknown,Unknown,100000 - 150000 RUR,RUR,100000,Москва,,RU,Unknown,hh_api,Данченко Антон Олегович
2025-05-16T09:14:35+0300,Стажер HR-BP,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,T2
2025-05-19T17:05:03+0300,Senior python-разработчик (Django),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,zGroup-IT
2025-05-19T18:06:59+0300,Бизнес - аналитик (в команду BI),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,КОРУС Консалтинг
2025-05-16T14:05:24+0300,Аналитик данных / Инженер по качеству данных,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,X5 Tech
2025-05-20T10:29:21+0300,Аналитик-исследователь (промышленность),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Сколково
2025-05-20T13:18:02+0300,Аналитик продуктового направления,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,МТС Финтех
2025-05-21T12:18:28+0300,Менеджер клиентской поддержки,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,AND RUS
2025-05-21T16:26:26+0300,Системный аналитик MDM,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,DIS Group
2025-04-28T11:41:57+0300,Системный аналитик,Unknown,Unknown,220000 - 250000 RUR,RUR,220000,Москва,,RU,Unknown,hh_api,СБЕР
2025-05-20T15:28:33+0300,Аналитик данных,Unknown,Unknown,150000 - 200000 RUR,RUR,150000,Москва,,RU,Unknown,hh_api,Омега
2025-05-20T14:56:32+0300,Аккаунт-менеджер маркетплейса (Wildberries) / Менеджер по продажам на ВБ,Unknown,Unknown,50000 - None RUR,RUR,50000,Москва,,RU,Unknown,hh_api,Алексеенко Софья Михайловна
2025-05-12T15:38:28+0300,Финансовый аналитик,Unknown,Unknown,250000 - 300000 RUR,RUR,250000,Москва,,RU,Unknown,hh_api,ФАНУ Востокгосплан
2025-04-29T17:09:49+0300,Бухгалтер-калькулятор,Unknown,Unknown,90000 - None RUR,RUR,90000,Москва,,RU,Unknown,hh_api,БЕСТ КОНЦЕПТ РЕСТОРАНТС ГРУПП
2025-05-16T15:30:41+0300,Product Manager (Betting / iGaming),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Кью Лид
2025-05-19T11:06:06+0300,Старший системный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,.redev
2025-05-21T16:06:00+0300,ИТ-лидер кластера,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,СБЕР
2025-05-19T10:41:25+0300,Ревизор,Unknown,Unknown,95000 - 110000 RUR,RUR,95000,Москва,,RU,Unknown,hh_api,МосТАБАК
2025-05-14T12:40:03+0300,Категорийный менеджер,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,VK
2025-05-14T19:09:30+0300,Java-разработчик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,АО «ОТП Банк» (JSC «OTP Bank»)
2025-05-22T14:02:25+0300,Системный аналитик,Unknown,Unknown,100000 - 140000 RUR,RUR,100000,Москва,,RU,Unknown,hh_api,ИТЛаб
2025-05-19T10:53:49+0300,Аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,МТС Финтех
2025-05-22T11:51:46+0300,Продукт-маркетолог,Unknown,Unknown,150000 - 250000 RUR,RUR,150000,Москва,,RU,Unknown,hh_api,Инспектор Клауд
2025-05-19T09:33:08+0300,Системный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Mediascope
2025-05-20T14:57:37+0300,Аналитик команды ценообразования,Unknown,Unknown,160000 - None RUR,RUR,160000,Москва,,RU,Unknown,hh_api,ВсеИнструменты.ру
2025-05-21T18:19:30+0300,Ассистент менеджера проектов,Unknown,Unknown,70000 - None RUR,RUR,70000,Москва,,RU,Unknown,hh_api,Smartis
2025-05-13T15:16:28+0300,Менеджер проектов (Middle),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Navicon
2025-05-20T08:45:43+0300,"Руководитель отдела продаж (В2С, работа со входящими лидами)",Unknown,Unknown,170000 - None RUR,RUR,170000,Москва,,RU,Unknown,hh_api,ИТЭК
2025-05-20T09:14:49+0300,Помощник маркетолога / аналитик,Unknown,Unknown,40000 - 50000 RUR,RUR,40000,Москва,,RU,Unknown,hh_api,ДИМАКС
2025-05-14T13:21:53+0300,Junior Game Analyst (casual games),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Azur Games
2025-05-15T10:53:04+0300,Senior ​​​​​​​System Analyst,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,getmatch
2025-05-21T16:18:52+0300,Начальник отдела аналитики,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,"БизнесАвтоматика, НПЦ"
2025-05-22T10:41:36+0300,Главный аналитик (карточные продукты),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,БАНК УРАЛСИБ
2025-04-28T10:19:59+0300,Системный аналитик (Middle/Senior),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,ИЦ АЙ-ТЕКО
2025-05-14T09:47:37+0300,Менеджер по аренде / Менеджер по сопровождению договоров,Unknown,Unknown,125000 - 140000 RUR,RUR,125000,Москва,,RU,Unknown,hh_api,ПАРК ХУАМИН
2025-05-14T11:54:48+0300,Руководитель отдела разработки,Unknown,Unknown,400000 - None RUR,RUR,400000,Москва,,RU,Unknown,hh_api,Бегачева Екатерина Борисовна
2025-05-15T14:27:36+0300,Старший финансовый аналитик категории,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,PepsiCo
2025-05-22T09:53:01+0300,Руководитель проектов по запуску кампаний продаж,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,СБЕР
2025-05-21T17:49:25+0300,Аналитик данных,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Boosty
2025-05-15T15:56:35+0300,Аналитик данных,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Интурист
2025-04-25T15:11:56+0300,Операционный директор (COO),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,belle you
2025-05-13T12:52:03+0300,Аналитик водных данных,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,ФГБУ Акваинфотека
2025-05-20T10:34:20+0300,Системный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,JustMedia
2025-04-22T20:06:59+0300,Системный аналитик ЦФТ (кредиты),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Staffwell
2025-05-14T16:43:01+0300,Algorithmic Trader/Алгоритмический трейдер в Sparkland,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Знаем Имена
2025-04-30T13:22:29+0300,Java-разработчик (Инвестиционный бизнес),Unknown,Unknown,Не указано,указано,0,Санкт-Петербург,,RU,Unknown,hh_api,РСХБ-Интех
2025-05-19T15:01:56+0300,Аналитик продаж (фармацевтика),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Flex
2025-05-22T16:28:06+0300,Стажер (IT и аналитика),Unknown,Unknown,90000 - None RUR,RUR,90000,Москва,,RU,Unknown,hh_api,Медико-фармацевтический дистрибьютор
2025-05-12T09:06:36+0300,Ассистент проектного менеджера,Unknown,Unknown,30000 - 80000 RUR,RUR,30000,Москва,,RU,Unknown,hh_api,Нагорная Ирина Олеговна
2025-05-13T16:49:31+0300,Инженер-программист в Депатамент архитектурных решений,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Ред Софт
2025-05-19T17:59:03+0300,CRM-менеджер/Менеджер по программе лояльности и email-маркетингу,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Sorelle Era
2025-05-21T10:54:39+0300,Специалист по технической поддержке и внедрению МИС (медицинских информационных систем),Unknown,Unknown,100000 - 120000 RUR,RUR,100000,Москва,,RU,Unknown,hh_api,Софт эксперт
2025-05-22T09:13:22+0300,Менеджер цифровых проектов,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,СИСТЭМ ЭЛЕКТРИК
2025-05-02T13:17:05+0300,REVENUE Manager (с функцией аналитика) / управляющая компания RODINA Hotels,Unknown,Unknown,140000 - None RUR,RUR,140000,Москва,,RU,Unknown,hh_api,RODINA Hotels
2025-04-29T09:55:42+0300,Продуктовый дизайнер / UX/UI-дизайнер Лукоморье,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Ростелеком Информационные Технологии
2025-05-12T15:28:58+0300,Младший системный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,КРОК
2025-05-22T09:24:11+0300,Системный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Цифровой аудит
2025-05-22T14:57:26+0300,Product Manager (mobile) AI photo/video editor startup,Unknown,Unknown,4000 - 5000 USD,USD,4000,Москва,,RU,Unknown,hh_api,Лао Оливарес Кристина Вячеславовна
2025-05-14T12:39:07+0300,PHP-разработчик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Про Ай-Ти Ресурс
2025-05-12T15:55:57+0300,Аналитик DWH,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Digital Spirit
2025-05-15T21:30:12+0300,Мидл дата аналитик / Middle data analyst,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Медиапоинт
2025-05-22T09:52:40+0300,Менеджер маркетплейсов Wildberries,Unknown,Unknown,80000 - 130000 RUR,RUR,80000,Москва,,RU,Unknown,hh_api,АРБА Дистрибьюшн
2025-05-21T09:42:27+0300,Продуктовый аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Marfatech
